log2_N, Init_T, FFT_T, RMS_T, Total_T
8 , 0.000355958938599 , 0.000433921813965 , 3.09944152832e-06 , 0.000792980194092
8 , 0.000329971313477 , 0.000231027603149 , 4.05311584473e-06 , 0.000565052032471
8 , 0.000319957733154 , 0.000226974487305 , 5.00679016113e-06 , 0.00055193901062
8 , 0.000284910202026 , 0.00021505355835 , 4.05311584473e-06 , 0.000504016876221
8 , 0.000285863876343 , 0.000229120254517 , 4.05311584473e-06 , 0.000519037246704
8 , 0.00036883354187 , 0.000230073928833 , 5.00679016113e-06 , 0.000603914260864
8 , 0.000282049179077 , 0.000226974487305 , 4.05311584473e-06 , 0.000513076782227
8 , 0.000284910202026 , 0.0002281665802 , 3.81469726562e-06 , 0.000516891479492
8 , 0.000280857086182 , 0.000231027603149 , 4.05311584473e-06 , 0.000515937805176
8 , 0.000280857086182 , 0.000230073928833 , 4.05311584473e-06 , 0.000514984130859
9 , 0.000261783599854 , 0.000460147857666 , 4.05311584473e-06 , 0.000725984573364
9 , 0.000282049179077 , 0.000257015228271 , 4.05311584473e-06 , 0.000543117523193
9 , 0.000282049179077 , 0.000257968902588 , 4.05311584473e-06 , 0.00054407119751
9 , 0.000282049179077 , 0.000256061553955 , 5.00679016113e-06 , 0.000543117523193
9 , 0.000283002853394 , 0.000261068344116 , 2.86102294922e-06 , 0.000546932220459
9 , 0.000284194946289 , 0.000260829925537 , 4.05311584473e-06 , 0.000549077987671
9 , 0.000279903411865 , 0.000257015228271 , 5.00679016113e-06 , 0.000541925430298
9 , 0.000283002853394 , 0.000261068344116 , 3.09944152832e-06 , 0.000547170639038
9 , 0.000282049179077 , 0.0002601146698 , 3.81469726562e-06 , 0.000545978546143
9 , 0.000288009643555 , 0.000261783599854 , 4.05311584473e-06 , 0.000553846359253
10 , 0.000308036804199 , 0.00072193145752 , 7.15255737305e-06 , 0.00103712081909
10 , 0.000288963317871 , 0.000319957733154 , 5.00679016113e-06 , 0.000613927841187
10 , 0.000286817550659 , 0.000315189361572 , 4.76837158203e-06 , 0.000606775283813
10 , 0.000283002853394 , 0.000324010848999 , 3.81469726562e-06 , 0.000610828399658
10 , 0.00028395652771 , 0.000300884246826 , 4.05311584473e-06 , 0.000588893890381
10 , 0.000290155410767 , 0.000324010848999 , 3.81469726562e-06 , 0.000617980957031
10 , 0.000359058380127 , 0.000318050384521 , 3.81469726562e-06 , 0.000680923461914
10 , 0.000288963317871 , 0.000319957733154 , 4.05311584473e-06 , 0.00061297416687
10 , 0.000289916992188 , 0.000324010848999 , 4.05311584473e-06 , 0.000617980957031
10 , 0.000286817550659 , 0.000322103500366 , 4.05311584473e-06 , 0.00061297416687
11 , 0.000267028808594 , 0.00127601623535 , 4.05311584473e-06 , 0.00154709815979
11 , 0.000296831130981 , 0.000473022460938 , 5.96046447754e-06 , 0.000775814056396
11 , 0.000288963317871 , 0.000479936599731 , 4.05311584473e-06 , 0.000772953033447
11 , 0.000297069549561 , 0.000476837158203 , 6.19888305664e-06 , 0.00078010559082
11 , 0.000292062759399 , 0.000478982925415 , 5.00679016113e-06 , 0.000776052474976
11 , 0.000296115875244 , 0.000473976135254 , 4.05311584473e-06 , 0.000774145126343
11 , 0.000293970108032 , 0.000481128692627 , 3.81469726562e-06 , 0.000778913497925
11 , 0.000298976898193 , 0.000478029251099 , 4.05311584473e-06 , 0.000781059265137
11 , 0.000291109085083 , 0.000468969345093 , 2.86102294922e-06 , 0.000762939453125
11 , 0.000288009643555 , 0.000468015670776 , 3.81469726562e-06 , 0.000759840011597
12 , 0.000396966934204 , 0.0026171207428 , 3.81469726562e-06 , 0.00301790237427
12 , 0.00031304359436 , 0.00125312805176 , 5.00679016113e-06 , 0.00157117843628
12 , 0.000309944152832 , 0.00114607810974 , 5.00679016113e-06 , 0.00146102905273
12 , 0.000304937362671 , 0.00114011764526 , 4.05311584473e-06 , 0.00144910812378
12 , 0.000298976898193 , 0.00113391876221 , 5.00679016113e-06 , 0.00143790245056
12 , 0.000307083129883 , 0.00114297866821 , 5.00679016113e-06 , 0.00145506858826
12 , 0.000308990478516 , 0.000995874404907 , 7.15255737305e-06 , 0.0013120174408
12 , 0.000305891036987 , 0.0011420249939 , 4.05311584473e-06 , 0.00145196914673
12 , 0.000311851501465 , 0.00123810768127 , 4.05311584473e-06 , 0.00155401229858
12 , 0.000303983688354 , 0.00114393234253 , 5.96046447754e-06 , 0.00145387649536
13 , 0.000311136245728 , 0.00519394874573 , 5.96046447754e-06 , 0.00551104545593
13 , 0.000344038009644 , 0.00194597244263 , 5.00679016113e-06 , 0.00229501724243
13 , 0.00034499168396 , 0.00200605392456 , 5.00679016113e-06 , 0.00235605239868
13 , 0.000345945358276 , 0.00198793411255 , 5.96046447754e-06 , 0.0023398399353
13 , 0.000346899032593 , 0.00200605392456 , 5.00679016113e-06 , 0.00235795974731
13 , 0.000341176986694 , 0.00209379196167 , 5.00679016113e-06 , 0.00243997573853
13 , 0.000339984893799 , 0.00198698043823 , 5.00679016113e-06 , 0.00233197212219
13 , 0.000344038009644 , 0.00197410583496 , 3.81469726562e-06 , 0.00232195854187
13 , 0.000346183776855 , 0.00200295448303 , 5.96046447754e-06 , 0.00235509872437
13 , 0.00034499168396 , 0.00194311141968 , 5.96046447754e-06 , 0.00229406356812
14 , 0.000322103500366 , 0.0106689929962 , 6.91413879395e-06 , 0.0109980106354
14 , 0.000647068023682 , 0.00466990470886 , 9.05990600586e-06 , 0.00532603263855
14 , 0.000404119491577 , 0.00460696220398 , 8.82148742676e-06 , 0.00501990318298
